"NAF Nr";"NAF name";"Country";"Registration Date";"Expiry Date"
"25466";"vittra";"Sweden";"2018-03-03";""
"25467";"FatboySlimming";"England";"2018-03-03";"2027-05-24"
"25468";"Urwen";"Germany";"2018-03-03";"2019-03-03"
"25469";"Bartek";"Poland";"2018-03-03";"2028-08-27"
"25470";"Heathen_Requiem";"England";"2018-03-04";"2019-03-04"
"25471";"mysza";"Poland";"2018-03-04";"2025-10-17"
"25472";"duodora";"United States of America";"2018-03-04";"2019-03-04"
"25473";"summerleigh";"United States of America";"2018-03-04";"2019-03-04"
"25474";"Suppurax";"France";"2018-03-04";"2019-03-04"
"25475";"DeletedMember1";"France";"2018-03-04";"2023-12-13"
"25476";"danielo";"Spain";"2018-03-04";"2021-03-15"
"25477";"outpost31";"Undisclosed";"2018-03-04";"2019-03-04"
"25478";"Dakyrus";"North Ireland";"2018-03-05";"2028-02-08"
"25479";"Archon11";"England";"2018-03-05";"2024-03-26"
"25480";"solzas";"England";"2018-03-05";"2019-03-05"
"25481";"Pax";"Italy";"2018-03-05";"2019-03-05"
"25482";"rollingskullz";"England";"2018-03-06";"2019-03-06"
"25483";"gomiwan";"Spain";"2018-03-06";"2019-03-06"
"25484";"havishambler";"England";"2018-03-06";"2020-07-29"
"25485";"Bar7h";"Poland";"2018-03-06";"2019-03-06"
"25486";"Budy";"Spain";"2018-03-06";"2021-03-03"
"25487";"Blackmoon";"Spain";"2018-03-06";"2021-06-15"
"25488";"Herejia";"Spain";"2018-03-06";"2026-03-08"
"25489";"Txefo";"Spain";"2018-03-06";"2019-03-06"
"25490";"Ginallz";"Spain";"2018-03-06";"2019-03-06"
"25491";"Mamo";"Spain";"2018-03-06";"2025-08-17"
"25492";"Dowi";"Spain";"2018-03-06";"2019-03-06"
"25493";"Busta";"Spain";"2018-03-06";"2021-03-03"
"25494";"pimenta";"Portugal";"2018-03-06";"2019-03-06"
"25495";"kushibushi";"Germany";"2018-03-07";"2019-03-07"
"25496";"Caustic";"Spain";"2018-03-07";"2022-03-23"
"25497";"Eloi20";"Spain";"2018-03-07";"2019-03-07"
"25498";"Mailong86";"Spain";"2018-03-07";"2019-03-07"
"25499";"Javitron";"Spain";"2018-03-07";"2026-01-31"
"25500";"lunero32";"Spain";"2018-03-07";"2025-07-25"
"25501";"tlf";"England";"2018-03-07";"2019-03-07"
"25502";"chrislucpicard";"Canada";"2018-03-07";"2026-06-17"
"25503";"Farras";"Spain";"2018-03-07";"2019-03-07"
"25504";"Vito_Corleone";"Spain";"2018-03-07";"2019-03-07"
"25505";"Cam011";"Australia";"2018-03-08";"2020-08-21"
"25506";"Mr_Durden";"France";"2018-03-08";"2024-05-02"
"25507";"Hanort";"France";"2018-03-08";"2019-03-08"
"25508";"milesd37";"United States of America";"2018-03-08";""
"25509";"darkglade";"Canada";"2018-03-08";"2019-03-08"
"25510";"gideus77";"Canada";"2018-03-08";"2019-03-08"
"25511";"docdmz";"United States of America";"2018-03-08";"2024-03-25"
"25512";"colly";"Netherlands";"2018-03-09";"2019-03-09"
"25513";"chaotic_kempe";"Belgium";"2018-03-09";"2019-03-09"
"25514";"neil_parkes";"England";"2018-03-10";"2019-03-10"
"25515";"juiblex";"Sweden";"2018-03-11";"2026-05-18"
"25516";"Mart";"Italy";"2018-03-11";"2020-05-21"
"25517";"Bigio";"Italy";"2018-03-11";"2024-08-14"
"25518";"Etrusco";"Italy";"2018-03-11";"2020-03-11"
"25519";"CrazyDog";"Italy";"2018-03-11";"2019-03-11"
"25520";"bjones833";"United States of America";"2018-03-11";"2019-03-11"
"25521";"miniexot";"Czech Republic";"2018-03-12";"2019-03-12"
"25522";"slayerozzo";"Italy";"2018-03-12";"2019-03-12"
"25523";"vento";"Italy";"2018-03-12";"2021-02-12"
"25524";"Tamerlano";"Italy";"2018-03-12";"2019-03-12"
"25525";"LiHulk";"Italy";"2018-03-12";"2025-05-08"
"25526";"Paride";"Italy";"2018-03-12";"2025-04-29"
"25527";"muzzune";"Italy";"2018-03-12";"2024-09-07"
"25528";"manimal_80";"Italy";"2018-03-12";"2019-03-12"
"25529";"Pherse";"Italy";"2018-03-12";"2021-10-15"
"25530";"lutz72";"Germany";"2018-03-12";"2026-05-03"
"25531";"mudarra93";"Spain";"2018-03-12";"2025-08-05"
"25532";"dneye";"United States of America";"2018-03-12";"2019-03-12"
"25533";"wonkobaggins";"United States of America";"2018-03-14";"2027-03-06"
"25534";"royalpython78";"England";"2018-03-14";""
"25535";"wargamer1965";"United States of America";"2018-03-14";"2020-03-14"
"25536";"serphangel";"England";"2018-03-15";"2025-10-24"
"25537";"pauldansen";"Uruguay";"2018-03-15";"2025-03-16"
"25538";"thej5";"Canada";"2018-03-15";""
"25539";"ak_the_snake";"United States of America";"2018-03-15";"2026-12-07"
"25540";"sampittu";"Italy";"2018-03-15";"2024-03-02"
"25541";"gregl";"Australia";"2018-03-15";"2022-04-07"
"25542";"Weejock";"Australia";"2018-03-15";"2029-04-05"
"25543";"wolfey351";"Australia";"2018-03-15";"2019-03-15"
"25544";"raven5x86";"United States of America";"2018-03-15";"2020-03-15"
"25545";"skarlan";"France";"2018-03-16";"2026-07-05"
"25546";"SubHades";"Australia";"2018-03-16";"2019-03-16"
"25547";"RickWreckless";"Wales";"2018-03-16";"2026-03-05"
"25548";"freerangegeek_Inactive";"United States of America";"2018-03-16";""
"25549";"Ballcrusher";"Denmark";"2018-03-17";"2024-02-14"
"25550";"JessykaNC";"United States of America";"2018-03-18";"2019-03-18"
"25551";"LukeScream";"Italy";"2018-03-18";"2019-03-18"
"25552";"leonix";"Italy";"2018-03-18";"2019-03-18"
"25553";"ianthedevel";"United States of America";"2018-03-20";""
"25554";"chamarrillo";"Spain";"2018-03-21";"2019-03-21"
"25555";"wildthings";"Italy";"2018-03-21";""
"25556";"TheJimintheNorth";"England";"2018-03-21";"2020-04-10"
"25557";"azzardo";"Italy";"2018-03-21";"2020-03-21"
"25558";"steini";"Germany";"2018-03-21";""
"25559";"Malkrian";"Spain";"2018-03-22";"2020-03-22"
"25560";"andrearkaz";"Poland";"2018-03-22";"2025-01-21"
"25561";"HM_Kiwi";"Norway";"2018-03-23";"2024-02-28"
"25562";"thom_darkness";"England";"2018-03-23";"2019-03-23"
"25563";"Vincent";"Poland";"2018-03-23";"2025-08-31"
"25564";"Dake";"Spain";"2018-03-23";"2025-10-20"
"25565";"Alchemist";"England";"2018-03-24";"2026-05-07"
"25566";"Hardcore_Stig";"England";"2018-03-25";"2026-07-15"
"25567";"jcar";"Spain";"2018-03-25";"2019-03-25"
"25568";"Keldos";"France";"2018-03-25";"2019-03-25"
"25569";"VigoRox";"United States of America";"2018-03-25";"2019-03-25"
"25570";"Micky";"Spain";"2018-03-26";"2025-02-13"
"25571";"RNGesus";"Netherlands";"2018-03-26";"2019-03-26"
"25572";"Danispite";"Spain";"2018-03-26";"2019-03-26"
"25573";"Zander_Cage";"Wales";"2018-03-26";"2019-03-26"
"25574";"GentleGiant";"United States of America";"2018-03-26";"2026-02-25"
"25575";"Wardancer74";"Germany";"2018-03-26";"2034-03-26"
"25576";"HerrSchmitt";"Germany";"2018-03-26";"2021-03-26"
"25577";"parien";"Sweden";"2018-03-26";"2020-03-26"
"25578";"Steynberg";"Germany";"2018-03-26";"2025-01-23"
"25579";"darkravensoul";"Germany";"2018-03-27";"2019-03-27"
"25580";"allerka";"United States of America";"2018-03-27";"2020-03-31"
"25581";"rezyn";"United States of America";"2018-03-27";"2019-03-27"
"25582";"TwoKillsOneCup";"United States of America";"2018-03-27";"2019-03-27"
"25583";"Gentleman_Dingo";"United States of America";"2018-03-27";"2025-02-26"
"25584";"Kerbak";"Chile";"2018-03-27";"2020-06-10"
"25585";"Darko";"United States of America";"2018-03-27";"2019-03-27"
"25586";"DBoyd";"United States of America";"2018-03-27";"2019-03-27"
"25587";"Buckroyd";"United States of America";"2018-03-27";"2020-05-26"
"25588";"ThaneCawdor";"United States of America";"2018-03-27";"2025-03-27"
"25589";"cpass";"United States of America";"2018-03-27";"2019-03-27"
"25590";"inky";"United States of America";"2018-03-27";"2019-03-27"
"25591";"hairlessgoblin";"United States of America";"2018-03-27";""
"25592";"kolonelk";"Australia";"2018-03-28";"2019-03-28"
"25593";"Spank";"England";"2018-03-28";"2020-06-23"
"25594";"borracho69";"Netherlands";"2018-03-28";"2026-02-12"
"25595";"Drake";"England";"2018-03-28";"2019-03-28"
"25596";"Aethyran";"Scotland";"2018-03-28";"2019-03-28"
"25597";"dwy4447";"Scotland";"2018-03-28";"2019-03-28"
"25598";"SUPERSPYDERKING82";"Scotland";"2018-03-28";"2019-03-28"
"25599";"IAIN83";"Scotland";"2018-03-28";"2019-03-28"
"25600";"PROPWINGER";"Scotland";"2018-03-28";"2019-03-28"
"25601";"DOC_GREEN";"Scotland";"2018-03-28";"2019-03-28"
"25602";"mr_wolf";"Argentina";"2018-03-28";""
"25603";"torrent";"England";"2018-03-29";"2021-06-20"
"25604";"pieccio";"Italy";"2018-03-29";"2021-10-18"
"25605";"gandhi004";"United States of America";"2018-03-30";"2022-03-24"
"25606";"thedukeofdirty";"United States of America";"2018-03-30";"2026-02-22"
"25608";"Cripple_roller";"United States of America";"2018-03-31";"2022-07-16"
"25609";"Bloodhound14";"United States of America";"2018-03-31";"2019-03-31"
"25610";"villa";"Spain";"2018-04-02";"2022-07-11"
"25611";"dellep";"Italy";"2018-04-02";"2020-04-27"
"25612";"matfire16";"Canada";"2018-04-02";"2019-04-02"
"25613";"burrcules_inactive";"United States of America";"2018-04-03";"2023-10-21"
"25614";"Thernlow";"Norway";"2018-04-03";"2026-04-03"
"25615";"strindy";"Sweden";"2018-04-04";"2019-04-04"
"25618";"drewcifer77";"England";"2018-04-05";"2023-08-03"
"25619";"draco_chile";"Chile";"2018-04-05";"2019-04-05"
"25620";"BungoRockzilla";"Chile";"2018-04-05";"2020-09-26"
"25621";"Blaster";"Chile";"2018-04-05";"2020-06-28"
"25623";"tzompantli";"United States of America";"2018-04-05";"2025-12-10"
"25624";"wolfseal";"United States of America";"2018-04-05";"2021-02-11"
"25625";"Porky";"Wales";"2018-04-06";"2019-04-06"
"25626";"Rolo_the_Cholo";"England";"2018-04-06";"2024-10-27"
"25627";"Rifles_Up";"England";"2018-04-06";"2023-07-11"
"25628";"hipzter";"Canada";"2018-04-07";"2019-04-07"
"25629";"moltar";"United States of America";"2018-04-07";"2026-05-30"
"25630";"russg";"Australia";"2018-04-08";"2020-03-11"
"25631";"Eldryr";"Germany";"2018-04-08";"2029-04-08"
"25632";"Sentiar";"Germany";"2018-04-08";"2020-04-08"
"25633";"Willli";"Germany";"2018-04-08";"2021-04-08"
"25634";"Kadrin";"Italy";"2018-04-08";"2026-05-29"
"25635";"Kassar";"Malta";"2018-04-08";"2019-04-08"
"25636";"Xarabank";"Malta";"2018-04-08";"2019-04-08"
"25637";"Chucky75b";"Malta";"2018-04-08";"2019-04-08"
"25638";"Negotiator";"Malta";"2018-04-08";"2023-03-20"
"25639";"eltivir";"Denmark";"2018-04-08";"2026-01-02"
"25640";"nufflebutter";"United States of America";"2018-04-08";"2023-08-02"
"25641";"locustofdeath";"United States of America";"2018-04-08";"2023-01-30"
"25642";"KingofDasea";"United States of America";"2018-04-08";"2025-08-28"
"25643";"ArticusPrime";"United States of America";"2018-04-08";"2020-05-23"
"25644";"GilClancyRalph";"United States of America";"2018-04-08";"2019-04-08"
"25645";"Trefenwyd";"United States of America";"2018-04-08";"2025-10-06"
"25646";"jorj";"Canada";"2018-04-08";"2024-11-09"
"25647";"Remydesbois";"France";"2018-04-09";"2019-04-09"
"25649";"mevans";"England";"2018-04-11";"2026-01-22"
"25650";"sergiman";"Spain";"2018-04-11";"2019-04-11"
"25651";"susie";"England";"2018-04-11";""
"25652";"scat_happens";"England";"2018-04-11";"2019-04-11"
"25653";"santiach94";"Spain";"2018-04-12";"2025-09-09"
"25655";"Fazark";"Chile";"2018-04-12";"2022-06-14"
"25656";"reenah";"United States of America";"2018-04-12";""
"25657";"silencioso";"Chile";"2018-04-13";"2020-09-26"
"25658";"crustybrushtip";"United States of America";"2018-04-13";"2019-04-13"
"25659";"Myhr";"Sweden";"2018-04-13";"2019-04-13"
"25660";"burrcules";"United States of America";"2018-04-14";"2019-04-14"
"25661";"A_POUSA";"Spain";"2018-04-14";"2019-04-14"
"25662";"DarkAssassin";"Spain";"2018-04-14";"2019-04-14"
"25663";"JCRB";"Spain";"2018-04-14";"2019-04-14"
"25664";"Popito";"Spain";"2018-04-14";"2019-04-14"
"25665";"Hestiar";"Spain";"2018-04-14";"2025-07-17"
"25666";"Kharanha";"Spain";"2018-04-14";"2020-06-10"
"25667";"erjimbei";"Spain";"2018-04-14";"2020-06-17"
"25668";"Paco_Zo";"Spain";"2018-04-14";"2020-07-29"
"25669";"Zompa";"Italy";"2018-04-14";"2019-04-14"
"25670";"Rick_2018";"Spain";"2018-04-14";"2024-04-24"
"25671";"tete";"Spain";"2018-04-14";""
"25672";"RavishingPints";"United States of America";"2018-04-14";"2019-04-14"
"25673";"WizardX11";"England";"2018-04-15";"2020-05-15"
"25674";"FinnDiesel";"England";"2018-04-15";"2020-05-15"
"25675";"FREDATOR";"England";"2018-04-15";"2019-04-15"
"25676";"METAVANADATE";"Wales";"2018-04-15";"2027-08-14"
"25677";"Helarg";"Germany";"2018-04-15";"2019-04-15"
"25678";"Levent";"Germany";"2018-04-15";"2019-04-15"
"25679";"Makosmichio";"United States of America";"2018-04-15";"2025-10-03"
"25680";"ajsaurusrex";"United States of America";"2018-04-15";"2019-04-15"
"25681";"Arctic";"United States of America";"2018-04-15";"2019-04-15"
"25682";"kaptinniz";"South Africa";"2018-04-15";"2021-10-13"
"25683";"Punk";"Italy";"2018-04-15";"2019-04-15"
"25684";"thomas_TO";"Italy";"2018-04-15";"2019-04-15"
"25685";"vonstrom";"Undisclosed";"2018-04-15";""
"25686";"khampton1986";"United States of America";"2018-04-15";""
"25687";"kazrik";"Spain";"2018-04-16";"2019-04-16"
"25688";"javaknight";"South Africa";"2018-04-16";""
"25689";"Bayzoner";"Poland";"2018-04-16";"2019-04-16"
"25690";"elgaric";"England";"2018-04-17";"2023-11-28"
"25691";"Madmardigan97";"Spain";"2018-04-17";"2019-04-17"
"25692";"Gonart";"Spain";"2018-04-17";"2025-03-08"
"25693";"Somard";"Spain";"2018-04-17";"2026-04-17"
"25694";"Saakh";"Spain";"2018-04-17";"2020-09-18"
"25695";"Rawne";"Spain";"2018-04-17";"2026-04-03"
"25696";"Venomcio";"Spain";"2018-04-17";"2025-09-05"
"25697";"cedfortin";"Canada";"2018-04-17";"2023-09-03"
"25698";"zioculo";"Italy";"2018-04-18";"2019-04-18"
"25699";"Agazapado";"Spain";"2018-04-18";"2025-01-27"
"25700";"Duke_Arcicone";"Chile";"2018-04-18";"2020-09-26"
"25701";"bladerunner666";"Germany";"2018-04-18";"2020-04-18"
"25702";"chewy0";"Germany";"2018-04-19";"2022-09-03"
"25703";"marreo";"Italy";"2018-04-19";"2025-04-29"
"25704";"Noctua";"Spain";"2018-04-19";"2025-05-12"
"25705";"Kimochi";"Spain";"2018-04-19";"2023-03-12"
"25706";"Unitato";"Spain";"2018-04-19";"2019-04-19"
"25707";"RafaR";"Spain";"2018-04-19";"2026-04-21"
"25708";"Zhours";"Spain";"2018-04-19";"2026-04-26"
"25709";"shamone";"Canada";"2018-04-19";"2020-04-19"
"25710";"spartacus";"Italy";"2018-04-19";"2025-12-20"
"25711";"exar-khun";"Spain";"2018-04-19";"2019-04-19"
"25712";"anuyil";"Italy";"2018-04-20";"2020-04-29"
"25713";"craigk";"England";"2018-04-22";"2019-04-22"
"25714";"enandreassen";"Denmark";"2018-04-22";"2025-09-25"
"25715";"monkfish88";"England";"2018-04-22";"2020-05-25"
"25716";"the_Rodster";"England";"2018-04-23";"2019-04-23"
"25717";"NickNak";"England";"2018-04-23";"2019-04-23"
"25718";"Tom_Mac";"England";"2018-04-23";"2019-04-23"
"25719";"happymcclap";"England";"2018-04-23";"2019-04-23"
"25720";"cosmodon";"United States of America";"2018-04-23";"2025-03-28"
"25721";"bloedelbarde";"Germany";"2018-04-23";"2024-10-07"
"25722";"Godcyric";"England";"2018-04-23";"2019-04-23"
"25723";"Phlann";"Canada";"2018-04-23";"2026-04-14"
"25724";"trajannvaloris";"Spain";"2018-04-23";"2019-04-23"
"25725";"SkraggDave";"England";"2018-04-24";"2025-06-28"
"25726";"Aswig";"England";"2018-04-24";"2020-05-04"
"25727";"Fiotkt";"England";"2018-04-24";"2026-03-20"
"25728";"Coos";"Scotland";"2018-04-24";"2019-04-24"
"25729";"The_Martian";"England";"2018-04-24";"2026-05-05"
"25730";"Dynamike";"Scotland";"2018-04-24";"2021-07-22"
"25731";"gorb";"United States of America";"2018-04-24";"2019-04-24"
"25732";"Tymoris";"Greece";"2018-04-24";"2020-07-05"
"25733";"Ferick";"Canada";"2018-04-25";"2022-09-27"
"25734";"cail";"Spain";"2018-04-26";"2025-06-28"
"25735";"johndoeger";"Germany";"2018-04-26";"2022-09-03"
"25737";"sjolinder";"United States of America";"2018-04-27";"2020-05-05"
"25738";"freerangegeek";"United States of America";"2018-04-28";"2020-05-17"
"25739";"Clownthulhu";"United States of America";"2018-04-28";"2027-01-05"
"25740";"Gumpsumoto";"United States of America";"2018-04-28";"2020-05-05"
"25741";"BobaMatt";"United States of America";"2018-04-28";"2020-05-05"
"25742";"kevruse";"United States of America";"2018-04-28";"2020-05-05"
"25743";"ksnyder1986";"United States of America";"2018-04-28";"2019-04-28"
"25744";"tok_janne";"Sweden";"2018-04-28";"2026-06-02"
"25745";"coolsleeves";"United States of America";"2018-04-28";"2019-04-28"
"25746";"smifffy";"England";"2018-04-29";"2022-06-05"
"25747";"crowdog09";"Ireland";"2018-04-29";"2026-09-28"
"25748";"PigInSpace";"Bulgaria";"2018-04-29";"2025-11-04"
"25749";"BRIFF75";"United States of America";"2018-04-29";"2019-04-29"
"25750";"untitled_musketeer";"England";"2018-04-29";"2019-04-29"
"25751";"Akenatum";"Australia";"2018-04-30";"2019-04-30"
"25752";"teddyj";"England";"2018-04-30";"2023-04-28"
"25753";"typhus0214";"United States of America";"2018-04-30";"2019-04-30"
"25754";"VITUIN";"Spain";"2018-05-01";"2019-05-01"
"25755";"Bazook";"France";"2018-05-01";"2019-05-01"
"25756";"rabscallion";"England";"2018-05-01";"2021-03-22"
"25757";"capt_fordy";"England";"2018-05-01";"2023-04-13"
"25758";"gizmo333";"Wales";"2018-05-01";"2019-05-01"
"25759";"decaxd";"Italy";"2018-05-02";"2021-10-29"
"25760";"tripper";"Wales";"2018-05-02";"2019-05-02"
"25761";"Sjend";"Scotland";"2018-05-02";"2028-09-01"
"25762";"The_Chosen";"Belgium";"2018-05-02";"2025-12-07"
"25763";"carp00l";"United States of America";"2018-05-02";"2024-09-29"
"25764";"nick_dicehammer";"United States of America";"2018-05-02";""
"25765";"Staro";"Italy";"2018-05-04";"2019-05-04"
"25766";"Kafir";"Italy";"2018-05-04";"2019-05-04"
"25767";"Stormbicius";"Italy";"2018-05-04";"2021-10-15"
"25768";"Guidonius";"Italy";"2018-05-04";"2025-11-28"
"25769";"Ferpa";"Italy";"2018-05-04";"2025-11-28"
"25770";"paglia22";"Italy";"2018-05-04";"2019-05-04"
"25771";"nat2019";"England";"2018-05-05";"2019-05-22"
"25772";"khelskie";"United States of America";"2018-05-05";"2025-12-10"
"25773";"straetski";"Netherlands";"2018-05-05";"2019-05-05"
"25774";"maria_f1";"Bulgaria";"2018-05-05";"2024-05-03"
"25775";"DemolitionDerby";"England";"2018-05-05";"2020-05-15"
"25776";"Mineru";"England";"2018-05-05";"2020-09-13"
"25777";"Azmo";"France";"2018-05-05";"2026-05-03"
"25778";"Nafy";"England";"2018-05-05";"2019-05-05"
"25779";"Babsey";"England";"2018-05-05";"2019-05-05"
"25780";"Skab";"Wales";"2018-05-05";"2025-02-25"
"25781";"krasus";"England";"2018-05-05";"2019-05-05"
"25782";"Cerberus";"England";"2018-05-05";"2019-05-05"
"25783";"twist3429";"Australia";"2018-05-06";"2025-12-07"
"25784";"Pi-ngue";"France";"2018-05-06";"2019-05-06"
"25785";"korpas";"Spain";"2018-05-06";"2019-05-06"
"25786";"Derpanzermann";"United States of America";"2018-05-06";"2024-01-15"
"25787";"bor667";"Poland";"2018-05-06";"2019-05-06"
"25788";"Bogu";"Poland";"2018-05-06";"2019-05-06"
"25789";"starbuck";"Italy";"2018-05-07";""
"25790";"aven";"Italy";"2018-05-07";"2020-05-16"
"25791";"dugl";"Canada";"2018-05-07";"2021-08-21"
"25792";"Bucket";"Wales";"2018-05-07";"2019-05-07"
"25793";"totenflak";"Norway";"2018-05-07";"2019-05-07"
"25794";"s";"Wales";"2018-05-07";"2019-05-07"
"25795";"seg";"England";"2018-05-07";"2026-01-11"
"25796";"korrova";"United States of America";"2018-05-07";"2019-05-07"
"25797";"dion795";"Canada";"2018-05-07";"2024-01-29"
"25798";"furby";"Germany";"2018-05-08";"2021-11-19"
"25799";"Vice";"United States of America";"2018-05-08";"2026-01-21"
"25800";"Squigmire";"United States of America";"2018-05-08";"2025-11-07"
"25801";"DirtyRat";"South Africa";"2018-05-08";"2019-05-08"
"25802";"RetroCypher";"South Africa";"2018-05-08";"2019-05-08"
"25803";"TiaanB";"South Africa";"2018-05-08";"2019-05-08"
"25804";"LordMareck";"South Africa";"2018-05-08";"2019-05-08"
"25805";"Ears";"South Africa";"2018-05-08";"2019-05-08"
"25806";"Talos";"South Africa";"2018-05-08";"2019-05-08"
"25807";"FrostPunks";"South Africa";"2018-05-08";"2019-05-08"
"25810";"brandybite";"South Africa";"2018-05-08";"2019-05-08"
"25811";"destroyer990";"Italy";"2018-05-08";"2019-05-08"
"25812";"hectoplasma";"Italy";"2018-05-08";"2025-11-07"
"25813";"rinaldo";"Italy";"2018-05-08";"2019-05-08"
"25814";"Zathras";"United States of America";"2018-05-08";"2021-05-11"
"25815";"senor-awesome";"Canada";"2018-05-08";"2019-05-08"
"25816";"ikitklaw";"United States of America";"2018-05-08";"2025-02-15"
"25817";"Johnxen80";"Greece";"2018-05-09";"2019-05-09"
"25818";"Kikaze";"Greece";"2018-05-09";"2023-11-12"
"25819";"Nykteas";"Greece";"2018-05-09";"2023-11-12"
"25820";"MONGOR";"Greece";"2018-05-09";"2028-12-11"
"25821";"jom";"Sweden";"2018-05-09";"2025-08-04"
"25822";"jarnos";"France";"2018-05-09";"2026-04-05"
"25823";"ajree210";"United States of America";"2018-05-09";"2024-02-24"
"25824";"Bölk";"Germany";"2018-05-10";"2025-05-10"
"25825";"morka";"Australia";"2018-05-10";"2026-04-06"
"25826";"blomman";"Sweden";"2018-05-10";"2019-05-10"
"25827";"whiteknightspin21";"Wales";"2018-05-10";"2020-07-19"
"25828";"mitch2262";"Undisclosed";"2018-05-10";"2019-05-10"
"25829";"robearbill";"England";"2018-05-12";"2019-05-22"
"25830";"Airleene-Decay";"England";"2018-05-12";"2019-05-12"
"25831";"StephenAlbrecht";"United States of America";"2018-05-13";"2019-05-13"
"25832";"hairlessskaven";"United States of America";"2018-05-13";"2021-02-23"
"25833";"patrickmohrmann";"Germany";"2018-05-13";""
"25834";"delfino";"United States of America";"2018-05-13";"2019-05-13"
"25835";"darkien";"Canada";"2018-05-13";"2026-06-10"
"25836";"daco";"Switzerland";"2018-05-14";"2023-10-04"
"25837";"tinanard";"France";"2018-05-14";"2019-05-14"
"25838";"andreskarsnik";"Portugal";"2018-05-14";"2020-09-27"
"25839";"marcotf10";"Undisclosed";"2018-05-14";""
"25840";"kwarks85";"Germany";"2018-05-14";"2027-01-06"
"25841";"maybepirog";"Sweden";"2018-05-15";"2019-05-15"
"25842";"Loken";"France";"2018-05-15";"2021-03-05"
"25843";"gnoblarblitzer";"England";"2018-05-15";"2019-05-15"
"25844";"soulgameing663";"United States of America";"2018-05-15";"2025-12-13"
"25845";"coltons1911";"United States of America";"2018-05-15";"2019-05-15"
"25846";"paladindemo";"United States of America";"2018-05-15";"2019-05-15"
"25847";"manbearbig";"United States of America";"2018-05-15";"2019-05-15"
"25848";"Joerg";"Germany";"2018-05-15";"2019-05-15"
"25849";"Dirk";"Germany";"2018-05-15";"2030-08-31"
"25850";"wulfen86";"Italy";"2018-05-16";"2033-07-10"
"25851";"tijane";"Switzerland";"2018-05-16";"2026-01-09"
"25852";"riskadick";"Spain";"2018-05-16";"2025-03-02"
"25853";"Pintxo";"Spain";"2018-05-17";"2020-07-13"
"25854";"Bommer";"Spain";"2018-05-17";"2020-07-22"
"25855";"Eden";"Spain";"2018-05-17";"2025-04-26"
"25856";"monkstro";"United States of America";"2018-05-17";"2026-06-04"
"25857";"solidgold";"United States of America";"2018-05-17";"2024-06-27"
"25858";"mizmai";"United States of America";"2018-05-17";"2019-05-17"
"25859";"thatotherasianguy";"Wales";"2018-05-18";"2026-08-23"
"25860";"roblem";"Wales";"2018-05-18";"2021-08-30"
"25861";"lemmiwink";"England";"2018-05-18";""
"25862";"RoyChi";"United States of America";"2018-05-18";"2021-05-29"
"25863";"Pie";"Canada";"2018-05-18";"2019-05-18"
"25864";"khde";"Germany";"2018-05-18";"2019-05-18"
"25865";"Corriamo";"England";"2018-05-18";"2024-05-18"
"25866";"126-dsh";"Spain";"2018-05-18";"2023-11-04"
"25867";"deathbydodge";"United States of America";"2018-05-18";"2025-01-06"
"25868";"moistmuffin";"Russia";"2018-05-18";"2026-01-01"
"25869";"Carjac";"France";"2018-05-18";"2019-05-18"
"25870";"Ishtar";"France";"2018-05-18";"2019-05-18"
"25871";"CASCALES";"Spain";"2018-05-19";"2019-05-19"
"25872";"SARAH_CONNOR";"Spain";"2018-05-19";"2021-07-08"
"25873";"Peteroot";"England";"2018-05-19";"2022-09-11"
"25874";"TankUK";"England";"2018-05-19";"2026-04-03"
"25875";"MFWT";"England";"2018-05-19";"2025-01-01"
"25876";"amitverse";"England";"2018-05-19";"2019-05-19"
"25877";"Cian";"England";"2018-05-19";"2019-05-19"
"25878";"BartK";"England";"2018-05-19";"2026-04-05"
"25879";"Eoinom";"England";"2018-05-19";"2019-05-19"
"25880";"MSancho";"England";"2018-05-19";"2023-04-01"
"25881";"Donal69";"England";"2018-05-19";"2019-05-19"
"25882";"Classigungan";"England";"2018-05-19";"2026-04-16"
"25883";"Wolfey";"England";"2018-05-19";"2019-05-19"
"25884";"Jvno";"England";"2018-05-19";"2024-10-18"
"25885";"Psquared";"England";"2018-05-19";"2019-05-19"
"25886";"Flyman";"Wales";"2018-05-19";"2020-05-26"
"25887";"SteAirey";"England";"2018-05-19";"2026-02-16"
"25888";"ChrisDyke";"England";"2018-05-19";"2019-05-19"
"25889";"Willy_Jones";"Spain";"2018-05-20";"2026-01-08"
"25890";"lykostremo";"Spain";"2018-05-20";"2019-05-20"
"25891";"kikolai";"Spain";"2018-05-20";"2019-05-20"
"25892";"Red_Chicken";"Spain";"2018-05-20";"2019-05-20"
"25893";"Nuwilwarin";"Spain";"2018-05-20";"2026-01-12"
"25894";"Falcon_d17";"Spain";"2018-05-20";"2019-05-20"
"25895";"Juanka_RaZer";"Spain";"2018-05-20";"2019-05-20"
"25896";"BadGipsy";"Spain";"2018-05-20";"2019-05-20"
"25897";"Mariolo";"Spain";"2018-05-20";"2020-05-20"
"25898";"Mister_T";"Spain";"2018-05-20";"2019-05-20"
"25899";"Dalavor";"Spain";"2018-05-20";"2020-05-20"
"25900";"Gorstag";"Spain";"2018-05-20";"2020-05-20"
"25901";"el_empalador";"Spain";"2018-05-20";"2020-05-20"
"25902";"nickdicehammer";"United States of America";"2018-05-20";"2021-09-30"
"25903";"ATREYU";"Spain";"2018-05-20";"2025-08-21"
